Date,NVAX
2025-03-05,7.889999866485596
2025-03-06,7.869999885559082
2025-03-07,8.34000015258789
2025-03-10,8.180000305175781
2025-03-11,7.920000076293945
2025-03-12,8.100000381469727
2025-03-13,8.170000076293945
2025-03-14,7.989999771118164
2025-03-17,8.380000114440918
2025-03-18,7.949999809265137
2025-03-19,7.909999847412109
2025-03-20,7.71999979019165
2025-03-21,7.599999904632568
2025-03-24,7.690000057220459
2025-03-25,7.559999942779541
2025-03-26,7.389999866485596
2025-03-27,7.260000228881836
2025-03-28,7.0
2025-03-31,6.409999847412109
2025-04-01,6.0
2025-04-02,5.980000019073486
2025-04-03,5.599999904632568
2025-04-04,6.239999771118164
2025-04-07,6.539999961853027
2025-04-08,6.309999942779541
2025-04-09,6.75
2025-04-10,5.429999828338623
2025-04-11,5.860000133514404
2025-04-14,6.409999847412109
2025-04-15,6.389999866485596
2025-04-16,6.199999809265137
2025-04-17,6.0
2025-04-21,6.010000228881836
2025-04-22,6.25
2025-04-23,7.46999979019165
2025-04-24,7.070000171661377
2025-04-25,6.670000076293945
2025-04-28,6.710000038146973
2025-04-29,6.420000076293945
2025-04-30,6.670000076293945
2025-05-01,6.409999847412109
2025-05-02,6.409999847412109
2025-05-05,6.269999980926514
2025-05-06,6.070000171661377
2025-05-07,5.949999809265137
2025-05-08,6.659999847412109
2025-05-09,5.980000019073486
2025-05-12,6.340000152587891
2025-05-13,6.190000057220459
2025-05-14,5.960000038146973
2025-05-15,6.289999961853027
2025-05-16,6.730000019073486
2025-05-19,7.739999771118164
2025-05-20,7.679999828338623
2025-05-21,7.110000133514404
2025-05-22,7.289999961853027
2025-05-23,7.25
2025-05-27,7.380000114440918
2025-05-28,6.920000076293945
2025-05-29,7.190000057220459
2025-05-30,7.340000152587891
